"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FAM166A",3.68771855339739,-0.00749877485882397,0.0711687644437515,-1.2886829526652,0.197508331402063,0.321432373361155
"FAM189A2",73.9161210143973,0.0224800937151894,0.12631697761842,1.2885727265494,0.197546670171741,0.321442110412641
"FAM72D",235.389490362846,0.026325200747919,0.102459920709008,1.28783881566489,0.197802077393201,0.321794206199059
"GRIK4",41.0210751561968,-0.204458796695296,0.127343377965426,1.28784110420105,0.197801280587844,0.321794206199059
"C1orf61",11.7528165180898,-0.140583586864807,0.103169215717435,1.28775516196175,0.197831204923962,0.321809849374781
"POU4F3",4.24846562116837,-0.0333472625774607,0.0760916001044259,-1.28758859067846,0.197889213018586,0.321872464528159
"ZNF396",93.1848892873995,-0.141802316732921,0.12340749073435,1.28721024385167,0.198021017724662,0.32205508779537
"DBIL5P",26.924891026466,0.0987490427278169,0.124271500647995,1.28696280968042,0.198107251105999,0.322100048550004
"FAM156A",6.47453692523636,0.019859513519133,0.0912941865244856,1.28701872625103,0.198087761197899,0.322100048550004
"PARD3",1301.01837419161,0.102668859401042,0.0624748144397817,-1.28698314409165,0.198100163316525,0.322100048550004
"KLHL36",290.79063650104,-0.292072660673325,0.0971028647355166,-1.28690607175208,0.198127028734741,0.322100451939091
"LOC100129858",31.6224562875109,0.022701379318739,0.126041780150734,1.28683176131066,0.198152933950154,0.322110816049664
"LOC100287482",52.7216035505249,-0.149278944575001,0.128398106255615,-1.28665847896479,0.198213351188499,0.322177274184677
"FAM110D",8.66974959869069,-0.00194047631840836,0.0977340057659595,-1.28654342673736,0.198253473148631,0.322207506651303
"HIC1",54.1925255409692,0.0667738827094921,0.128263486478522,1.2864931063321,0.198271023161588,0.322207506651303
"WDSUB1",378.685770512579,-0.112762469043619,0.0919981207022419,1.28637272492505,0.19831301263354,0.322243991858618
"UBE2E1",4695.23716665917,-0.141847444109966,0.0542245751668908,1.28580441793174,0.198511327995987,0.322534462874378
"BARHL2",164.488624776854,-0.11077557722252,0.112018772302054,1.28547738820364,0.198625513398232,0.322688198628551
"CHST15",721.884811984532,-0.00999859297045652,0.0738156756750274,1.28535685574828,0.198667610509183,0.322724800564163
"RBL2",2300.71811356484,0.0734199582951724,0.0544166746640786,1.28529776545184,0.198688250742029,0.322726543183799
"LOC100129961",69.8518030885914,-0.146543969236988,0.126356689000078,-1.28523044450113,0.198711767851741,0.322732957870879
"KLHL9",2417.15148760358,0.105511936497585,0.0599337178857289,1.28512050884736,0.198750175855676,0.322763553602566
"CTAGE1",115.46225100085,0.0333891528532063,0.120752285384257,1.28506430117387,0.198769815116958,0.322763666508219
"RUNX3",272.801731583283,-0.33946699238649,0.102330691965005,-1.28484830868296,0.198845297246891,0.322854448463573
"ALS2",1494.21726587817,0.0649193165436182,0.0602261835254969,-1.28450073283502,0.198966807329908,0.322956357965965
"CLK2P",820.564579602472,0.0719589424880631,0.0721908795436208,1.28461242013076,0.19892775631708,0.322956357965965
"NOA1",812.602056966356,0.132787496324695,0.0756136461018722,1.28451778992159,0.19896084302585,0.322956357965965
"FKBP8",3229.26592203615,-0.00954121558422819,0.0749020272896716,-1.28418788247406,0.19907622402627,0.32310216127389
"ARHGAP4",64.1969564705348,0.630648380067008,0.126741839456551,1.28406945087034,0.199117655923208,0.323137606921329
"MBLAC1",59.2451147776437,-0.191106855899884,0.128224712832757,1.28392859196721,0.199166941949906,0.323185790395494
"SLC30A1",502.599450873066,0.726543712246571,0.0862380257957361,1.28363136091976,0.199270971283137,0.323322786952561
"ATP2B4",1773.70811856255,-0.347268387949133,0.0629766851731529,-1.28356737855072,0.19929336997455,0.323324479648967
"FZD6",760.754363419687,0.267209529463398,0.0748977865599674,1.28351638757347,0.199311222008795,0.323324479648967
"TAS2R20",40.9167837841399,0.0901161021857048,0.127870392392024,1.28301797248595,0.199485779572516,0.323575822432092
"SPSB1",269.600009074241,0.308626342004523,0.0986699988242504,1.28241334725801,0.199697684503067,0.323887689105034
"COBL",879.185823948366,-0.0258819215240042,0.0744358576488268,-1.28218723996337,0.199776971272193,0.323968670407376
"DMXL1",2024.20114801688,-0.00428829932660564,0.0679273427916565,1.2821589293085,0.199786900303973,0.323968670407376
"OVOL2",48.0469149828046,-0.361052008996802,0.128427479765681,1.28187721265485,0.199885722800239,0.324066386024928
"RNLS",3.77866590070408,-0.100621374708392,0.070909194938117,1.28187511834573,0.199886457589983,0.324066386024928
"C10orf35",311.639454449627,-0.305101923536615,0.0977137333552315,-1.28153778684761,0.200004836319376,0.324226436545652
"UBE2F",474.971490547011,0.208432186607605,0.0882386868045145,-1.28086322205509,0.200241712846867,0.3245785326765
"ZNF833P",70.5903672136553,0.104192192452756,0.125545542707114,1.27996775959267,0.200556474928408,0.325056794515943
"MCF2L",224.845775539993,-0.229555960800248,0.108724774910533,1.27990257121377,0.200579403248898,0.32506201216312
"GGN",18.973348528028,-0.0819993955422688,0.118317829889454,1.27973727811185,0.200637549383364,0.325124297698942
"RP2",964.613720485958,0.226977137806534,0.0765068423187344,1.27950597198561,0.200718937962048,0.325192283281735
"SSBP4",377.468265430526,-0.0791412683453332,0.0902813204206268,1.27956008142791,0.200699896573225,0.325192283281735
"FOXO4",763.252470030642,-0.13413146340932,0.0777208528342786,1.27877443525558,0.200976498878899,0.325577585306913
"GSTZ1",534.935548647801,-0.317870806248056,0.0829217052822843,-1.27860152579706,0.201037412405924,0.325644278413956
"CCDC18",1004.82227470162,-0.0625728234586111,0.0704464893130402,-1.27784302771835,0.201304779563001,0.326045343153548
"CHMP3",62.0296112739172,0.0494935090084425,0.127854260419677,-1.27773348736423,0.20134341346744,0.326075895357275
"DPM2",931.627271777511,-0.186882333071798,0.0742037806305885,-1.27756442376058,0.201403051304245,0.326108435613676
"LARS",8267.89160691415,0.126557247452378,0.0557537055154881,1.27760043125902,0.201390348440944,0.326108435613676
"SNRPF",886.991923436682,0.149819150099337,0.0767036325646347,-1.27706290869902,0.201580038465199,0.326362969903458
"HOXB3",1251.8620531903,0.184733186049596,0.0655789747632182,-1.276634099456,0.201731457304329,0.326544010729248
"MED27",453.422689396342,0.0745739230657196,0.0883639899614374,-1.27667910625342,0.201715560849164,0.326544010729248
"LDHB",26039.6798930624,0.0763584185064923,0.041240062691529,-1.2765216709064,0.201771171194481,0.326576244014776
"HCG25",19.8968045609943,-0.091148522456031,0.118932022888014,1.27632160812103,0.201841854809443,0.326658592029452
"FBLN2",3.57530649496386,-0.0855477943475956,0.0706681245867901,1.2762565582656,0.201864841277976,0.326663738932266
"PIP5KL1",41.5320166798508,0.378186807071375,0.127676251951592,1.2760016146071,0.201954948336281,0.32677749072013
"RALGPS1",553.658542354846,-0.152861387356712,0.0838531924913023,1.27576651321333,0.20203806834573,0.326879915756928
"PKP3",225.729813727428,-0.615384598507775,0.109875435072526,-1.2751737017415,0.202247767328021,0.327187094314963
"SOAT1",1584.47392576551,-0.128880176200125,0.0654564455630327,-1.27506618586692,0.20228581659119,0.327216552867644
"PLA2G6",431.826033549429,-0.0466993956580295,0.0916988936508642,-1.2747733428291,0.202389478549598,0.327352130010642
"SNRPE",782.863157073165,0.120878179553441,0.0771551428219667,-1.27469783209702,0.202416214470986,0.327363269785249
"MBD4",1591.77670781221,0.00444172920111973,0.0652248755660913,1.27459976611018,0.202450940324035,0.327387328048271
"NEIL2",307.443654051444,-0.371490422246801,0.0957544328761625,-1.27450346684614,0.20248504479239,0.327410376839303
"CD302",10.2685519589547,0.0668267728923972,0.103207104882084,1.27426581272537,0.202569228119502,0.327514388724139
"ECD",1342.57987383001,0.129428986315874,0.0649917454552335,-1.27333699273042,0.202898485126079,0.327982428225465
"LIMS2",29.7194345167747,-0.147585883788765,0.1240790232242,1.27336691748789,0.202887871037888,0.327982428225465
"RPS6KA1",1130.23229176254,-0.184726998000051,0.069890704352533,1.27324784602833,0.202930107193269,0.32800139728916
"ST20-MTHFS",5.17665846119995,0.0239840149594726,0.0788042679903828,1.27245592550526,0.203211174379915,0.328423507990979
"LOC283481",12.5015048646492,-0.306618225908602,0.107126697305162,1.27189844480417,0.203409204501037,0.32871134723061
"HMGXB4",2145.17040215292,-0.0422524041224263,0.0566961526934922,-1.27111960397133,0.203686102101928,0.329126568234261
"PPAP2B",591.859042817702,-0.145517009986966,0.0800437387945445,1.27081478278467,0.203794548408249,0.329269542211721
"BAIAP2L2",17.7898449080155,0.117338048099006,0.116652758282808,-1.27052256061089,0.203898551808672,0.329405310508417
"C11orf82",1128.23981629852,0.170304329364341,0.0687673546246503,1.27046486055106,0.203919092127436,0.329406227860706
"TTYH2",378.409526683911,-0.151369617842864,0.0932934012279098,-1.27030805985206,0.203974918329747,0.329464139458674
"PRDX4",2463.68877900277,0.310176776277325,0.0557179189924812,-1.26945280960498,0.204279611301479,0.329923974656805
"APOBR",10.9209629869603,0.031812310913581,0.104808522463206,1.26915860850898,0.204384500410922,0.330010913010732
"NEUROD2",3.57888224909633,-0.0188624353297284,0.0707128933036142,1.26922506626959,0.20436080334465,0.330010913010732
"UTY",4.98452621043805,0.0991227843920828,0.0825466142706883,-1.26913345914181,0.204393468526322,0.330010913010732
"THAP7",627.172932005707,0.0358898309120363,0.0796601423668212,-1.26861015720438,0.204580139848921,0.330279977146462
"EIF3D",5900.68054276396,0.203027777345158,0.0488816407378208,1.26838881256891,0.204659134812667,0.330354855639586
"STK11IP",473.774850016173,-0.0414396140674444,0.0921302024961511,-1.26836795242186,0.204666580666058,0.330354855639586
"DGAT1",649.996246325101,-0.0558881307638558,0.082570719579788,-1.26817969113972,0.204733787853735,0.330430997462731
"CXCL17",4.0610845262128,-0.00698674404105614,0.0776055846233621,-1.26786871868561,0.204844836714768,0.330543871463736
"KCTD18",410.953574346761,0.0894081418711395,0.0904792043910426,1.26785925086408,0.204848218378942,0.330543871463736
"ZNF688",134.440983489374,0.228773232726354,0.115326772075953,1.26781549174121,0.204863848548009,0.330543871463736
"DUSP1",1873.6949932485,0.348451633020012,0.0639252851812605,1.26750096486385,0.204976218828165,0.330692827656551
"MPV17",735.568511239934,0.078500049693328,0.0832585665580405,-1.26709816561445,0.205120191406729,0.330892734435758
"PTH",2.65117929841821,-0.0585677864462651,0.0613042475926886,-1.26690394489787,0.205189638001595,0.330972391155043
"SNORA53",8.21465348571976,0.221999891781007,0.0968360944908205,1.26680822969753,0.205223868725262,0.330995234391331
"ACSM3",64.4962029025438,-0.135051098697987,0.127633023831526,1.26623473909742,0.205429053695563,0.331293769688171
"LNPEP",492.182476873934,0.239166612644421,0.0857443297655209,1.26593381282391,0.205536779510554,0.331435090385957
"RRAGB",293.121296971853,0.143768972096481,0.0948703811691382,1.26572573933167,0.205611289818894,0.331522827547465
"RMRP",8.44954780807834,-0.102541733908821,0.0919761766344906,1.2652839409848,0.205769561166703,0.331745588692319
"C10orf25",43.1125629276673,0.194137319224649,0.128365382065549,-1.26515975333044,0.205814066509721,0.331784908507949
"DNASE1L2",11.6236079960979,0.319939850782475,0.107495424096504,-1.26488438217069,0.20591277669079,0.331911593624042
"DOCK3",1107.47476133984,0.119793303798415,0.0674889108511472,-1.26472115123769,0.205971305060777,0.331973491094243
"HMG20A",2821.07286136291,-0.0560190807007504,0.05222503242088,1.26419969677539,0.206158359655046,0.33211270031165
"LYRM1",517.991918942827,-0.00475538595973906,0.0836151152918485,1.26425206904252,0.206139567259349,0.33211270031165
"NTSR1",5.83797899108497,-0.0632101994098039,0.0867488966018454,-1.26423016497299,0.206147426800989,0.33211270031165
"TFPI2",77.5528246046696,0.305387835058018,0.127320561981985,1.26434411331723,0.206106542633398,0.33211270031165
"WASH7P",71.2094644821277,-0.095632080372254,0.126055590743814,-1.26429150642222,0.206125417025352,0.33211270031165
"RPGR",487.537484799915,-0.316896883872083,0.0885618525649868,-1.26408073641514,0.206201050040702,0.332149030014777
"DOCK9",715.356905792626,-0.0751081920610514,0.0749816444844265,-1.26354947398884,0.206391778446123,0.33242378924921
"CTU2",275.852053431829,-0.0407255469963163,0.0986500141393296,-1.26331556404711,0.206475795009337,0.332494169799745
"ZFHX3",751.276649607925,-0.0427142083754647,0.0930153915924315,1.26332401964573,0.206472757466294,0.332494169799745
"ELOVL2",1022.81716975318,-0.0537955038120804,0.0735832277764708,1.26321875336571,0.20651057506202,0.33251771107077
"ANXA6",2547.88633923446,-0.0976752237398706,0.0617022843080429,1.26282670261131,0.206651466091693,0.33267961251833
"SPATA25",13.4035206178168,0.00185285091052449,0.10795843386825,1.262840688316,0.206646438857903,0.33267961251833
"PPP1CC",7736.86525554484,-0.190655950356101,0.0460045279103052,-1.26260014733518,0.206732914925064,0.332778251596631
"CALCR",10.0432847666396,-0.00464762519924139,0.0999690727073117,1.26250532276265,0.206767012201895,0.332800656996766
"NDUFA13",2037.91050226499,-0.0638026047986039,0.0718786417466155,-1.26211943572033,0.206905812621312,0.332991565921477
"SALL4",176.039929992367,-0.345523618228662,0.116975294043043,1.26200865152711,0.206945673283448,0.333023220749723
"MYCL1",282.643918856637,-0.465636172481097,0.100373623509766,1.26156570863992,0.207105101863379,0.333214754173515
"ZNF468",568.311007942361,-0.211192707264591,0.0832269198349645,1.261619932304,0.207085580335605,0.333214754173515
"PGAM2",4.78484254616872,-0.0116816518808212,0.0809613048316585,1.26144381666439,0.207148990117336,0.333252857394188
"CXorf31",4.26944066690382,0.0148023770839167,0.0748708832787711,1.26108566877761,0.207277983391864,0.333395336462064
"MYOCD",4.16794325972252,-0.0714800339197983,0.073168895269512,1.26109360001844,0.20727512618476,0.333395336462064
"GLCCI1",890.982002771273,-0.0013581139108017,0.0688821166894699,1.26065831179207,0.207431979797105,0.333610496615665
"LOC399715",8.32431837465622,-0.0996315579516667,0.0953814189247617,1.26051780755545,0.207482628071551,0.333659417393144
"INTS12",888.29652429751,0.136566554621747,0.0729627844521779,1.25996467297282,0.207682106480203,0.333947643772837
"SF3B14",1818.13656143483,0.0415416462401483,0.0674347303808623,1.25983651514226,0.207728344224926,0.333956875065963
"TESK2",479.895382533563,-0.329895911530523,0.0833572553179058,-1.25987556376886,0.207714255177284,0.333956875065963
"NAB1",1452.54393015456,-0.16721222832071,0.0800642171581266,1.25954368344323,0.207834022265008,0.334094203627367
"LINC00324",14.1594855666553,0.0670186484832275,0.11094973844577,1.2593985625092,0.207886408418794,0.334145846803545
"B3GNT7",6.82597757795775,-0.0982816612890419,0.0902328563011918,1.25928403358956,0.207927758143324,0.334179742258609
"CYTIP",4.20283354569411,-0.135712185673264,0.074072624663318,1.25913877875626,0.207980209785101,0.334231472277664
"PTP4A2",5201.64438375425,-0.152411827130935,0.0497451378359901,-1.25853133152922,0.20819966344875,0.334518899852411
"PXDNL",4.20667938785078,0.0530328179737876,0.0761615172994151,1.25857077559641,0.208185408317666,0.334518899852411
"UNC50",1035.21000120665,-0.0404085095882399,0.0670981891943994,-1.25847530408708,0.208219913047041,0.334518899852411
"UPK1A",6.96843915274595,-0.0657924611620665,0.0918877672850987,1.25832459010345,0.20827439161234,0.33457383275176
"TDRD5",12.575001413445,-0.139188077409738,0.108185568513888,1.25826416248583,0.208296237277793,0.334576338276454
"BTN2A1",1660.32987978451,0.21869560221322,0.0592682204064259,1.25802951092857,0.208381083765449,0.334680028682788
"MPND",270.840923483773,-0.0322715952336092,0.100952916316001,1.25728773216803,0.208649464624847,0.335078444017293
"NAA16",760.706286496917,0.107930329646745,0.0779088376265934,-1.2570837768415,0.208723301008973,0.335164385506863
"ANKRD29",40.74243071908,-0.368473830433179,0.127757336408386,1.25686125070878,0.208803882037482,0.335228504472325
"KLF13",1105.99418136834,-0.307266723729701,0.066949539906331,-1.25689708005423,0.208790906014192,0.335228504472325
"CYP26A1",81.8111296644036,-0.0874432694577198,0.124865379180063,-1.25637862113923,0.208978729026666,0.335462803178914
"H19",134.253524608359,-0.0681686271761105,0.117661967355311,-1.2562900202483,0.209010838869007,0.335462803178914
