"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NRN1",1914.57875729504,0.00434334655602908,0.0786696640119974,1.34346745875708,0.179120656183102,0.298739709012833
"RBP4",3.77361313269429,-0.125475011791044,0.0706863413816868,1.34322790606637,0.179198188167021,0.298838798527673
"C21orf56",108.308399478161,-0.185247269027122,0.121004956918778,-1.3431086208693,0.179236804502882,0.298872977117181
"LOC100507373",26.3701517936895,0.0316212133364119,0.12464019660748,1.34246343995938,0.179445776917859,0.299191184665007
"NIPA1",1253.54874544713,-0.174027561377521,0.0710887743819428,-1.34166754054836,0.179703816137695,0.299591129036592
"ENOPH1",1845.95280663493,-0.158628370770754,0.0601320981582069,-1.34148040988116,0.179764525954461,0.299607789048631
"GGA1",1714.08654161596,0.035474019737531,0.0631579848620693,-1.34146875811365,0.17976830658008,0.299607789048631
"PHACTR4",2058.69478575463,0.00773714728781392,0.0606540868237989,-1.34154448695709,0.179743736050279,0.299607789048631
"EIF2B3",1181.15791231608,-0.154488661855952,0.0652135293343278,-1.34117323529878,0.179864214031972,0.299737342834123
"PITPNM3",170.909129917662,-0.0209826645750335,0.1104628142494,1.34074486633631,0.180003302188476,0.299878228585307
"PLIN1",44.3877032846786,-0.323119672649836,0.127938762884822,1.34082183559341,0.17997830496559,0.299878228585307
"SLC25A21",139.893409198023,-0.051113385160183,0.114973950309657,-1.34077829823587,0.179992444229491,0.299878228585307
"FAM183B",10.2636435826561,0.0952197390017245,0.105849136808474,-1.33998100850838,0.180251519333407,0.300231095573205
"PTPRB",51.8187722348476,-0.529922340562196,0.128570837992311,1.33998604872666,0.180249880671318,0.300231095573205
"CBX4",1822.75244255957,0.351669417180393,0.0680148464679352,1.33973323082501,0.180332089787271,0.300334964845144
"MPDZ",1006.14692690924,0.306889735164278,0.0686457656115591,1.3393492075524,0.180457016400382,0.300512678866266
"C9orf3",412.386909596472,0.157114721694202,0.0903857958890479,-1.33894276434355,0.180589306452783,0.300672262399128
"ZNF496",235.59882627182,-0.0140366889957242,0.100970868544787,-1.33897336658924,0.180579343458156,0.300672262399128
"VSTM2L",17.005820543501,-0.108651982523293,0.114275739486882,1.33885655488993,0.180617375356683,0.300688641542118
"ATG2A",1054.49221846303,0.454812720151644,0.0740098453008985,-1.3384130676197,0.180761821419945,0.300898740480334
"RASGEF1B",309.344542641904,0.148373788589184,0.0959990977320154,1.33829614105336,0.180799919284187,0.300931786129185
"TMEM67",309.494190722813,-0.0197548236750556,0.0999630771061128,1.3380896661074,0.180867209012738,0.301013408501219
"RAB37",6.99661229083694,-0.136227099689603,0.0899538669814603,1.33801764917219,0.180890683546284,0.301022101072431
"FAM113B",11.241873231759,-0.329465287273329,0.10315382012143,1.33778409420954,0.180966828340398,0.301118432185047
"FAM193B",1132.74588151266,0.14115571332941,0.0740325299218519,1.33769645776087,0.180995406166806,0.301135603138216
"CFL2",3347.92461141444,0.104181116872144,0.062169822206189,-1.33712581740762,0.181181571197032,0.301414933805996
"ISL1",306.257761687733,-0.264964267436991,0.0959834587627766,-1.33691922403564,0.181249005006281,0.301466300884287
"SNORD38A",26.6777193930205,0.0425875432479519,0.122470190063928,1.33695031321373,0.181238856047194,0.301466300884287
"PGBD2",86.5453823776602,-0.0313508291953751,0.124329996986237,-1.33630067364837,0.181451016427726,0.3017718678978
"APOL6",9.08681112769482,-0.193151526306656,0.0959890300409853,1.3359410985267,0.181568526289181,0.301936852600067
"FNBP1L",1576.37718954242,0.323734544036404,0.0624142587104189,1.33571937822178,0.181641013064504,0.301953315489965
"IKBKB",783.748442488321,-0.0363117719853519,0.0737111876415083,-1.33578803701385,0.181618564226383,0.301953315489965
"PPP2R2C",347.947608390726,-0.234646048404686,0.0970983406342757,1.33563083615954,0.181669966022369,0.301953315489965
"VPS4B",1116.50817081574,-0.371643473995892,0.0762484086765226,-1.3356632379654,0.181659370343105,0.301953315489965
"XIAP",2204.62375392226,0.0273346905348895,0.0585248325828561,1.335747969056,0.181631664688782,0.301953315489965
"SEMA4B",402.540315507257,0.160472702873974,0.0888579524235618,1.33530388402276,0.181776907944724,0.302100618977461
"PARVB",636.145364930434,-0.104124005211502,0.0804530678397423,-1.33495038596668,0.181892585243164,0.302231957325761
"TMTC2",441.610660389736,-0.462891276403431,0.0926565064112344,1.33496322783708,0.181888381964871,0.302231957325761
"MAN1C1",184.852230950888,-0.0127421263473858,0.109701808990734,1.33467546732511,0.181982586270067,0.302351042142864
"LOC100129034",601.135268884089,-0.667603491460996,0.0845469896936834,1.33459580665574,0.182008671219197,0.302363921677903
"NUP43",3453.03050977017,-0.190088939146502,0.0558208483987166,-1.33451307009137,0.18203576630864,0.30237847655639
"ACYP1",346.919081829721,-0.339771411374518,0.0943230691127876,1.33439293563091,0.182075114021834,0.302413379210686
"CHRDL1",148.812804188973,0.354577915742927,0.113254579156434,1.33419765024705,0.18213908942474,0.30248130722507
"PYGB",1413.02146894082,0.295484851028968,0.0683165113477565,-1.33415613591834,0.182152691648541,0.30248130722507
"HSDL1",1211.03411683409,0.0749641325979201,0.0634449993077177,-1.33378486778946,0.18227437163332,0.30262242916734
"TANC1",1869.91894367016,-0.0744336807568945,0.058766947996472,-1.33383315682306,0.182258541902108,0.30262242916734
"C19orf29",961.626221438152,0.192809173076359,0.0765023031113224,-1.33333197353201,0.182422885494373,0.302767538305611
"DLGAP5",2844.58321345693,0.298860230000282,0.0731449107290565,1.33329442484344,0.182435202551456,0.302767538305611
"KCNMB3",51.6615705363316,-0.0321390288227063,0.128193104996135,1.3333338784335,0.182422260647962,0.302767538305611
"ZNRF3",801.232958840463,0.129274612537204,0.0716146117533963,1.3334083339526,0.182397838967479,0.302767538305611
"MNS1",322.787190775845,-0.408581857476579,0.0970735998361249,-1.33302569820044,0.182523370670961,0.30288338388934
"TNRC6A",2858.62711267552,0.357698314617073,0.0578157403641155,-1.33282364130541,0.182589685522507,0.302962946008321
"ACTR3C",23.8836578380442,0.248555926395287,0.123417217040318,-1.33236083823038,0.182741644295727,0.303141955295977
"HEXIM2",151.382441381895,0.0493454795474247,0.115925512640422,-1.33240193016821,0.182728148198986,0.303141955295977
"KIAA1524",2592.66844305918,0.128764248967638,0.0579483356588826,-1.33232714499682,0.182752710938453,0.303141955295977
"C17orf49",87.1459824991506,0.0784873053170204,0.125910524206629,1.33222032050088,0.182787801046236,0.303169670419908
"DHX8",2759.15001941686,0.0595181827117673,0.0533173485969551,-1.33192376136426,0.18288524207254,0.303279047364638
"NBR2",147.361928954056,-0.130137297267819,0.11403976118017,1.33190769064345,0.182890523560825,0.303279047364638
"DLG1",2091.10462994371,0.209589479910084,0.060657996973545,1.33180805448203,0.182923270553021,0.303279649650872
"SUGP1",837.224389058917,0.302442098340092,0.0750911525347893,-1.33179468937081,0.182927663537675,0.303279649650872
"LOC643770",7.90424360739323,0.0215930019816131,0.0964696194146955,1.33167455094773,0.182967155402707,0.303314634039285
"LOC440434",502.988186789011,-0.317199136258272,0.0835439173298682,-1.33118408110563,0.18312844805587,0.303551506913112
"TRNP1",318.941103370466,0.108662624193655,0.0931480523542767,-1.33106697778265,0.183166973453702,0.303584855107216
"TNFAIP8L3",116.720418745098,-0.10256744275289,0.118763768584092,-1.33077226347733,0.18326395702173,0.303715076684023
"DNMT3A",556.844997028923,0.156833078614628,0.0823219695219477,1.3307098908579,0.183284487265979,0.303718582184044
"PTRH1",90.9389578306716,-0.054685308077824,0.124404949433687,1.33026355869921,0.183431449349255,0.303931574655141
"CCDC76",1206.70734111478,0.298343680735092,0.0736718707721217,1.32988259786544,0.183556955909058,0.304108977780824
"MTERFD1",450.512623896829,0.12735727171033,0.0898571616288583,-1.32977992932889,0.183590790671892,0.304134482779381
"SAMD9",426.222734082485,-0.246303167562834,0.096176794023099,1.32914984379758,0.183798538668812,0.304448056469289
"C15orf40",681.170528749301,0.263379661548271,0.0736479950592865,1.32904832708811,0.183832026424441,0.304472947561589
"POR",769.763580991833,0.101555323843096,0.0805198126404009,-1.3282219524867,0.184104794306627,0.304894103072517
"TTC4",15.8969915542507,0.0546150302855395,0.114661028429213,-1.32800070210254,0.184177874970836,0.304984507218273
"IKZF3",89.8018770048739,-0.208744023283237,0.124187369003309,1.32755776467676,0.184324245066533,0.305141365169225
"RCBTB2",193.691707991268,0.266014411185269,0.104691495123601,-1.32763456082772,0.184298861362792,0.305141365169225
"VPS13A",2128.28502709688,-0.248609554928017,0.0749652961441729,-1.32754609015024,0.184328104115745,0.305141365169225
"PEX11B",631.442370749834,-0.248803434411087,0.0791454207870988,-1.32701600730098,0.184503387583434,0.305377501756391
"SEMA3G",65.0114132961728,-0.113297820026727,0.127706013462796,-1.32697062920383,0.184518398572857,0.305377501756391
"SRCRB4D",44.2435244887296,-0.144750183537812,0.127876948548008,1.32694675963706,0.184526294943564,0.305377501756391
"C10orf125",129.215603378655,0.0247188840192484,0.118361654476149,1.32684016081553,0.18456156230662,0.305405221944726
"C6orf192",1082.95471958821,-0.149296770529748,0.0669838513679752,1.32675842314018,0.184588607938391,0.305419332938191
"NACAP1",1758.30910892618,0.0892445404258578,0.0683511929072878,1.32660848940707,0.184638226131784,0.305470785795116
"C6orf165",30.180135634491,-0.239815479592486,0.125798325000015,-1.32634178617959,0.184726511733793,0.305586194385701
"DBNDD2",60.0254299828744,-0.250172287956241,0.128274964178042,1.32625147058854,0.184756415588087,0.305593424092685
"SLK",3263.95069019791,0.225155047110465,0.063559291724302,1.3262166691741,0.184767939432017,0.305593424092685
"GRAMD1A",1706.1591838975,-0.234423741772367,0.0734345451902217,1.32486133121709,0.185217148316786,0.306305668022536
"KCNK13",15.1051602755094,-0.2951590545602,0.11251285566155,-1.32466963571203,0.185280748417723,0.306380126694757
"BFSP1",117.838450645027,0.403217817593481,0.116816081841331,-1.32436551945732,0.185381680242704,0.306453572432118
"COL9A2",187.462880435386,-0.452635125976854,0.109626795106008,-1.32440670438692,0.185368009174856,0.306453572432118
"MGST3",774.005754581115,0.144712876081713,0.0722818706029094,-1.32435022096293,0.185386758667738,0.306453572432118
"SRPX2",8.25393619227646,-0.105951193856958,0.0964062833095768,1.324311877666,0.185399487402394,0.306453572432118
"APPBP2",1964.61033578623,0.0610780021755774,0.0612782993934923,-1.32346723766915,0.185680044535307,0.306886559226458
"HIST1H2AB",7.51195973333743,-0.0342468939411871,0.0896844676046907,1.32313107922888,0.185791790812223,0.307040481549699
"KIAA1467",1469.64599409995,-0.394584252444821,0.0632098361828241,1.32281805819655,0.18589589041709,0.307158555471013
"ZDBF2",2438.50737396781,-0.072421250721615,0.106371163626353,1.32280424526521,0.185900485097414,0.307158555471013
"LOC100505865",7.09307405457164,-0.0763141349651098,0.0931431772737855,-1.32274505510084,0.185920174836582,0.307160316896699
"GARNL3",187.04512183651,-0.00976046686739676,0.113137035988029,1.3225187945521,0.185995455119271,0.307253910384829
"NDUFB4",1827.31530383916,0.0876313858421971,0.0623908539072746,-1.32244457324846,0.186020154569003,0.307263936835911
"C14orf2",1733.40174103272,0.0657224980370483,0.0632306274948999,-1.32217835294283,0.186108767609393,0.307364109859775
"USP21",826.190261338873,0.144865523220165,0.0794779303416542,-1.32215040451328,0.186118072222735,0.307364109859775
"ABCB8",1030.24384337276,0.110796363497009,0.082483463541408,-1.32206605356806,0.186146156491182,0.307379711554772
"ZNF23",594.933693045454,0.222562292548953,0.0794861439779897,1.32184619820224,0.18621937106899,0.307469825512148
"LOC100505978",3.05839189958018,0.0451948652027824,0.067172709328305,-1.32176767814351,0.186245524384589,0.307482225593096
"CTSK",101.005449146443,0.211728464193715,0.123207420573547,-1.32158753380283,0.186305536785547,0.307550517285959
"CDH10",18.9308247179812,0.0844237462018654,0.119310669998475,1.3210415322817,0.186487516345116,0.307820116801441
"HCG27",31.3020638747738,-0.0103718673839746,0.126256864757818,1.32088365296293,0.186540161199351,0.307876201206934
"ACCS",117.89647501705,-0.500725625876489,0.121508612249183,1.32079430762102,0.186569958265844,0.307894568909202
"COL28A1",3.47992303848427,-0.0576711428881272,0.0678151938248293,-1.32053923965671,0.186655043909551,0.307973353261326
"XRCC6BP1",198.876958505226,-0.102771558878416,0.108866364237305,1.32056837242261,0.18664532434336,0.307973353261326
"SCUBE2",27.3125926462214,-0.163477021766391,0.123310589815647,1.32014307502604,0.186787253454441,0.308160665322006
"F3",157.240408875801,0.173078391346571,0.113207518767669,1.31987658610805,0.186876226043337,0.308276614936263
"TTC35",605.488977289438,-0.0746571637981648,0.0799813279918255,1.31961606759006,0.186963235552277,0.308389303326703
"HTR7P1",334.676165312405,0.0543088197223685,0.0935507269420036,1.31888432966123,0.187207785738805,0.308700061006809
"PMS2P4",58.7135442246935,-0.192990624776436,0.12785705034316,-1.3189371755441,0.187190116491855,0.308700061006809
"SF3B5",1854.30769041288,0.26607539613714,0.0659687138827361,1.31898347603156,0.187174636738018,0.308700061006809
"MESP1",227.020082370543,-0.277222828304876,0.104808775784591,-1.31872741575128,0.187260257833248,0.308755716529417
"ZNF434",465.988189025085,-0.14710226294354,0.084720625985871,-1.31864346807225,0.187288334440185,0.308771141535584
"ANKRD13C",1450.41052749869,0.0672278517604728,0.0710366639292447,1.31851442298413,0.187331500101134,0.308780574771937
"TUBAL3",2.34397362297624,-0.0375363693264491,0.0593845759877755,1.3185329496075,0.187325302482726,0.308780574771937
"AKAP8L",2639.92177527274,0.317419289033117,0.0548635378903698,1.31829525870545,0.187404827517329,0.308870572623494
"LINGO2",27.6114113282657,-0.133095215169098,0.124397948579903,1.31819873138874,0.187437130097895,0.308892944315007
"LOC100506866",291.664999680442,0.106504584728362,0.0991753837607453,-1.31804369452618,0.187489021327719,0.308947590044767
"CPSF4",1110.92172743741,-0.139627634646276,0.079294340722116,1.31771968007333,0.187597504026503,0.309095467922988
"DSCR3",1267.25098915088,0.0455461004333029,0.0626228877506478,1.31733924490194,0.187724935976282,0.309186651657325
"TMPRSS5",27.3560856199088,-0.158366949215994,0.121738591467797,-1.31733060196183,0.187727831789029,0.309186651657325
"UROD",1406.44355222244,0.00751373302887007,0.0659585926295291,1.31747900104948,0.18767811532605,0.309186651657325
"ZNF765",520.489083016646,0.105626870114003,0.0895507585321567,-1.31742462921755,0.187696329775942,0.309186651657325
"MIR3648",22.1119361273054,0.355305065012439,0.120868524789845,-1.31691934087115,0.187865662724292,0.309382763386096
"MED8",1453.48244743031,0.0809018768859697,0.0619880004096312,-1.31676637339704,0.187916947626458,0.309436323602554
"TPP1",1359.79560927153,0.454702936459263,0.0666698889271359,-1.31652870590039,0.187996650122336,0.309536662720144
"SCARNA2",6.42986527366722,0.09568919409919,0.0905171845580011,1.31621587471157,0.188101597006726,0.309678542566573
"CACNG5",2.23663840925615,-0.0559679457763403,0.0587705791951364,1.31605987666801,0.188153946521063,0.309733809758648
"YBEY",209.785695445322,-0.00350216643959736,0.1048907107207,-1.31598994845114,0.188177416382475,0.309741529780056
"C4orf47",24.8245642948569,-0.1218829549714,0.123543482876085,-1.31539428456822,0.188377425377084,0.310039804085845
"CACNB2",135.341867514283,-0.410128306291159,0.120125348727846,-1.31508569377997,0.188481104069941,0.310179490064413
"CDNF",61.9541465198875,0.128029734888209,0.127271266951304,1.31496784540683,0.188520709244095,0.310213714213594
"WFIKKN2",2.82598484886443,-0.00351708138405769,0.066010507745082,-1.31389853658597,0.188880351258456,0.310774504519724
"IRF2BP1",1636.4441740007,0.247550293856155,0.0748471889355583,-1.3137538990142,0.188929036215454,0.310823600429076
"LOC100499227",31.3838314934752,0.0804887938041789,0.127075191714522,-1.31341392353606,0.189043508277858,0.310949893490247
"SNORD73A",63.8666955828498,-0.016528801016313,0.127706146479078,1.31344376059961,0.189033459888591,0.310949893490247
"KIF5C",940.488221710699,-0.850259107136011,0.0850962846469535,-1.31323492557076,0.189103798658439,0.311018044602476
"ANXA2P1",79.3090045043231,0.226288877951096,0.125364284123956,-1.31281415848992,0.189245577920718,0.311220193104637
"PCOLCE",187.461242931156,-0.212372027090784,0.114837683131019,1.31257038802975,0.189327753255415,0.311324290572438
"DCAF8L1",13.048237970294,-0.0255877200616811,0.109043617802595,1.31243172963385,0.189374506911519,0.311339904564703
"LOC100506054",253.481798417911,0.0957866360069985,0.102876889373153,-1.31239402877504,0.189387220580836,0.311339904564703
"SORBS3",934.58454508272,-0.0718966650862835,0.07597060147789,-1.31236861442277,0.189395791288855,0.311339904564703
"SYT7",202.808826983248,0.179069438745753,0.112511482245508,1.31231830901197,0.189412757072833,0.311339904564703
"SPANXN5",3.32203936028083,0.108586269949665,0.0696347251748113,-1.31147891187212,0.18969601379446,0.311774425063481
"CHKA",680.138054015542,0.173907413827367,0.076301196841077,-1.3113219800245,0.189749005462944,0.311830445107646
"GRIPAP1",1570.99442810463,0.0591388581658179,0.0635992160940043,-1.31116340397471,0.189802563412507,0.311887384513547
"TTLL3",226.792803266426,-0.0903509143823344,0.103314204981152,-1.31084110776966,0.189911451017915,0.312035222319035
"PKD1L2",9.49596040375001,-0.273543754515165,0.0982650003019789,1.31064179383229,0.189978812153584,0.312114807137072
"EN2",1264.88686180322,0.179819833642202,0.0686824157208783,-1.31053837492794,0.190013771058831,0.312141148015268
"CWC22",1608.63410945243,0.150582090014779,0.0616067603740765,1.3104202765234,0.190053697900845,0.312151533365575
"PLEKHA4",129.488796383698,-0.0875937180881994,0.118033979295376,-1.31040771322861,0.190057945677384,0.312151533365575
"SNORA38",2.63378743237509,-0.014178279131211,0.0628577677518808,1.31005988267415,0.190175578464316,0.312313632939557
"C15orf62",11.1179190740912,0.079701849388753,0.106906610996491,-1.30990139210122,0.190229196158432,0.312368870138263
"PGGT1B",718.415460027305,0.187950644155393,0.122220498410265,1.30984849824541,0.190247092738668,0.312368870138263
"GNB3",59.4106378658704,-0.0154439348284898,0.127822572372052,1.30947970073968,0.190371909450155,0.312542693864364
"CLCF1",46.912065208402,0.012925264471322,0.128169521895217,1.30906066195152,0.190513803114934,0.312744516251081
"ALKBH7",319.096779893192,-0.145693449759799,0.0987263774008255,-1.3089585216944,0.190548401345136,0.312770181467489
"CDKL4",2.57163834409211,0.056437700419689,0.0632336767440207,-1.308637200695,0.190657273396418,0.312917744066785
"C14orf79",185.649402140788,-0.0969550978171013,0.109512251440255,-1.30857665615377,0.190677792614484,0.312920281949322
"C6orf136",695.425476950141,-0.150867603068041,0.0780012771580438,-1.30830069137609,0.190771340739375,0.313042654742265
"GABARAP",1944.77414009333,0.109613666598558,0.0668766581321498,1.30815031082573,0.19082233182118,0.313095176952519
"HBS1L",3668.79447007707,-0.0840008109251711,0.0618824839114107,1.30788531314138,0.190912211730541,0.313211489910655
"IGLON5",9.18254081619448,-0.276870439550355,0.0963953791698371,1.30764323102165,0.190994346543665,0.313283914226222
"SLC35A3",503.283221143223,0.110363974372857,0.0865069164502836,1.30768678104084,0.190979568760616,0.313283914226222
"ITGAM",16.936798633168,0.290349397858468,0.116573560707156,1.30754176189897,0.191028781221093,0.313309237139964
"TBCEL",813.935745195501,-0.308214264647238,0.073505328274931,-1.30722231740516,0.191137218104285,0.313455915103309
"REC8",16.6764335606139,-0.0784330249297163,0.11572041451718,1.30691095330527,0.191242955648121,0.31359813755264
"COQ10A",494.551438334051,-0.368176166480379,0.0859429291684557,-1.30665118886849,0.191331203157529,0.31371165460554
"PHF17",1808.99769098075,0.0111270560132871,0.0572701999268197,-1.30648883036466,0.191386375011416,0.31377092276971
"ACRBP",10.0521296436956,0.13973740513989,0.103805141507166,-1.30637000680364,0.191426760456395,0.313805939788026
"ATXN10",3958.74467222474,0.0429724241222702,0.0487500152791311,1.30561305626974,0.191684178046479,0.314196695340945
"LOC143666",88.4922364792245,-0.185715914874083,0.124204092167439,1.30540743603276,0.191754147663467,0.314248922636482
"PCSK6",1557.62333253744,0.397729919948928,0.063142916359731,1.30543717599005,0.191744026420758,0.314248922636482
"LGALS8",40.9941273686732,-0.178140281488479,0.128081329955648,-1.30511824408315,0.191852587322531,0.314364341871125
"RBM43",147.149843410733,-0.0214520499190159,0.119005022340972,1.30508854982099,0.191862697221533,0.314364341871125
"SLC39A3",765.741867978842,0.110541067175942,0.0808603572347356,-1.30490859563267,0.191923973961193,0.314433505765567
"ELL",555.910908180106,0.0248169954772392,0.0918966931469556,-1.30469141966498,0.191997944364265,0.314523450178766
"TUBA8",34.3849532101858,0.338359143426526,0.126105489887737,-1.30440827029915,0.192094416870044,0.314650235121426
"VSIG10L",99.3490361037818,-0.013551166594383,0.12231913246435,-1.30429749563471,0.19213216887229,0.314680820378419
"PLXNB1",408.077546650985,-0.211660775140967,0.0916039157914371,1.30390352651661,0.192266477736735,0.314838266214454
"PPP2R5B",592.48948297374,0.104032187901904,0.0796107506262235,1.30395111545916,0.192250250423041,0.314838266214454
"LOC158572",65.0643165674472,0.00555450546996286,0.126669589500498,-1.30366523040779,0.192347749273285,0.31494008029031
"NICN1",422.510026845685,-0.186908713395012,0.0912023044204905,-1.30298561323237,0.192579673276473,0.315288520086248
"SELM",337.466690134374,-0.280495829455406,0.0935759736210795,-1.3027258228766,0.192668382788353,0.315402445392387
"MPI",1955.1027700951,0.151465417962515,0.0644678609887914,-1.30229484738268,0.192815612391737,0.315612137274407
"KLHL30",17.4081021531186,-0.187747745850069,0.114920811820291,1.30195479630721,0.192931838784771,0.315767954745378
"NAT2",6.59228574659741,-0.00774896882589177,0.0902478124893941,-1.30190431724425,0.192949096460554,0.315767954745378
"INPP1",437.026448584256,-0.00467691099533735,0.0861199079543615,1.30173388082264,0.193007373285368,0.315831988053931
"LOC155060",305.627817512999,-0.237731231997381,0.099217758418512,1.30133968379247,0.193142209459273,0.316021275854344
"ELAC2",2537.63965689019,0.143785863814332,0.0560982946172824,-1.30109126740131,0.193227216503559,0.316129003252971
"ZBTB34",1498.1132482637,-0.0766170842217335,0.0630988325258804,1.30040273872778,0.193462971765605,0.316483316140658
"LOC645434",3.21542029171933,-0.0934113186891298,0.0661799006543665,1.30020922444876,0.193529269924578,0.316560373784197
"PLEK",3.30929704767106,0.00674422801957986,0.0705768606517446,-1.29984791220302,0.193653100467669,0.316731513884696
"SOCS5",884.574879019503,-0.242437247809999,0.079367096141052,1.29974741312772,0.19368755429854,0.316756453450254
"ETFDH",826.912029327852,0.132377121579318,0.071262780504749,1.29950900689451,0.193769304476588,0.316858728805509
"KCNH4",21.7891817525506,0.0387350432881903,0.120940161945984,-1.29893525271419,0.193966150267079,0.317149173823231
"SEPT5-GP1BB",38.0726922551097,-0.349003519336594,0.126600947253807,1.29879564635357,0.194014069151445,0.317196078758404
"MON1B",765.1333671596,0.0975701109382663,0.074089233064409,-1.29866040639036,0.194060497587173,0.317212546585938
"TWIST2",62.7856517495083,-0.0909299834733615,0.127645736219041,1.29865425936705,0.194062608079313,0.317212546585938
"CBX8",434.8156987652,-0.0275403722657289,0.0850547970603267,-1.29849646606147,0.194116789911127,0.317242126138127
"PCDHA8",6.87682888032844,-0.136407251370211,0.090816074356662,-1.29848952360551,0.194119174012367,0.317242126138127
"BNIPL",27.9365838099359,-0.0151147997702119,0.124048151582107,1.29841222728904,0.194145719708004,0.31725407263887
"ACTR6",1147.96213299352,-0.0779692656082554,0.0792937760710672,1.29772875540477,0.194380558827265,0.317574894179106
"RAB30",145.672741137159,0.133879378743614,0.117986785556071,1.29774427720159,0.194375223266996,0.317574894179106
"SETD4",665.330873271367,0.111732475333739,0.0767817974731098,-1.29700593024081,0.19462914635897,0.317949535548582
"FBXO24",19.6382532184007,-0.0313146015126091,0.118447495647096,1.2966930348799,0.194736826823985,0.318082572752413
"MRPS14",1119.67608248231,0.115598068412847,0.0642590405464124,1.29665721895573,0.194749155378273,0.318082572752413
"ALPK2",17.478639003456,-0.374632330883977,0.113309597183161,1.29647586784742,0.194811588830478,0.318153038378163
"MCM9",1024.4509084555,0.255191289450684,0.06930937971988,-1.29617397873699,0.194915552266696,0.318291307280655
"RBM25",4921.76131134932,0.147954652168902,0.0522788968126422,1.29605359207796,0.19495702191928,0.318327508416462
"PHYHD1",247.140002657612,0.151924700032682,0.0994981884325449,-1.29511709896927,0.195279837157499,0.318823040411664
"SNORD96A",61.7296612668207,0.137364607234679,0.126877968939197,1.29505550187251,0.195301083805115,0.318826167989484
"C12orf70",14.084509655161,-0.0349175782927735,0.110600433299757,1.29451508233004,0.195487563050421,0.319067429726927
"EFHB",19.3271713850977,-0.118062170142199,0.119202530297256,-1.29454408233166,0.195477552885053,0.319067429726927
"CNTNAP3",53.9417166633196,-0.0226120841142401,0.127941916197083,1.2938924230702,0.195702582054703,0.31938676883319
"CCDC144C",15.1593634751157,-0.0457033485593682,0.112090369930268,1.29349050527126,0.195841465830372,0.319550187568296
"USP44",359.239574413973,-0.33956823832756,0.09662782083848,1.29350125127192,0.195837751581361,0.319550187568296
"TRIM21",243.347101885666,0.0091590266868634,0.101046815282068,1.29340778368434,0.195870059458427,0.319565228078725
"HEXDC",283.278203669386,-0.048431225426919,0.0987739800916133,1.29286935363925,0.196056248508871,0.319837359708883
"ACVR2B",3691.09936210204,-0.391650845662177,0.0679699054867764,-1.29275474098034,0.196095898289396,0.3198464183666
"IST1",1887.27313948592,0.13537600909951,0.057985670125588,1.2927411885992,0.196100587068639,0.3198464183666
"LEF1",1254.43244492699,0.2560735098368,0.0642769997132602,-1.29251878695884,0.19617754411634,0.319940298142075
"RPS9",5766.67704600581,0.0907443853243294,0.0630851493224419,-1.2923844386607,0.19622404301975,0.31998449095558
"ACBD3",3434.6920733577,0.110606283141355,0.0592361204586263,1.29223224515847,0.196276728029756,0.320004504927794
"MAGEH1",108.086359751388,-0.119575192951991,0.120826286494614,1.29226204151637,0.19626641257249,0.320004504927794
"PPIP5K1",354.424091956759,0.0174831597336488,0.0914318462666364,-1.29218084531685,0.196294523516309,0.320004504927794
"LOC100289211",19.6876707056478,0.111624163761076,0.115429208843973,1.29184182120529,0.196411928955685,0.320164256203412
"TAP1",438.089210396342,-0.156900949584651,0.0878749602541809,1.29142244127766,0.196557233105229,0.320369448127734
"PKD2",876.557747254198,0.0912225737286156,0.0700606290823477,-1.29134451769148,0.196584240256265,0.320381805785235
"MAP7D3",1401.06667513919,-0.00952375218137294,0.0610661858089632,-1.29114147721008,0.196654623821264,0.320433186196809
"WDR59",1084.56189809597,-0.1482056216829,0.0668521426225057,-1.29117255821746,0.196643848457852,0.320433186196809
"FCHSD2",851.422037853672,-0.133890547864434,0.0725840755018707,-1.29095200756774,0.196720319727644,0.320486921393849
"TRAPPC2",1006.12366724773,-0.105072987803804,0.0709487267240721,-1.29093428585987,0.196726465299905,0.320486921393849
"S1PR3",219.89446936253,-0.260536171246201,0.104478211475521,1.29058676356816,0.196847008246942,0.320651625384377
"BARD1",494.730995968146,-0.155025344140422,0.084715726670898,-1.28999171320501,0.197053535327338,0.320924652725761
"CHCHD5",272.002816655835,-0.109564118491764,0.100750299440089,-1.28999958598589,0.197050801847093,0.320924652725761
"FAM3C",456.651130426786,0.17176308046929,0.0882949516780549,-1.28977297488607,0.197129493782072,0.320965344257617
"HIST1H1A",2.29988376468318,0.0216008913965351,0.0586900412898213,1.28975164246249,0.197136902766607,0.320965344257617
"SLC23A3",20.2673940255214,0.176413550419157,0.119019291187451,1.28985453043907,0.19710117052394,0.320965344257617
"THOC5",1325.90207034906,0.0284507130842634,0.0624779128800648,-1.28932962574322,0.197283515707809,0.321172344740786
"LGI4",3.90436095534875,-0.0850523983929854,0.0716476963168876,1.28911156243365,0.19735930440819,0.321264015752495
"MAP2",120.020130702407,-0.670566955556011,0.124614165067408,-1.28894633849823,0.197416742779442,0.321325800716603
"DLX5",129.79380648771,0.0483267999771677,0.117507377620549,1.28864596127295,0.197521197114855,0.321432373361155
